id,file,page_link,page_number,marginal_text,merged,text_line
i-S36qXSa7TVxqsGyZnj3z9j,riksdagen-records\data\1928\prot-1928--ak--024.xml,https://betalab.kb.se/prot-1928--ak--24/prot_1928__ak__24-077.jp2/_view ,78,0.0,0.0,"Den, som vill, att kammaren godkänner 1 kap. 3 $ i första lagutskottets förevarande förslag till lag om arv, röstar"
i-WG9WivmbP9FXsq3if4mgTw,riksdagen-records\data\1928\prot-1928--ak--024.xml,https://betalab.kb.se/prot-1928--ak--24/prot_1928__ak__24-077.jp2/_view ,78,0.0,0.0,"Ja; Nej; Vinner Nej, har kammaren godkänt 1 kap. 3 $ i det av herr Borell m. fl. reservationsvis framförda förslaget till lag om arv."
i-BdYqgS57DajU5cqyGeKSht,riksdagen-records\data\1928\prot-1928--ak--024.xml,https://betalab.kb.se/prot-1928--ak--24/prot_1928__ak__24-077.jp2/_view ,78,0.0,0.0,"Den, det ej vill, röstar"
i-2xKQ4EdexD2fmsKiNxPG5k,riksdagen-records\data\1929\prot-1929--fk--034.xml,https://betalab.kb.se/prot-1929--fk--34/prot_1929__fk__34-014.jp2/_view ,15,1.0,0.0,Torsdagen den 30 maj f. m. 15
i-JBHmbUa9ciCJP4G4bR6S9v,riksdagen-records\data\1929\prot-1929--fk--034.xml,https://betalab.kb.se/prot-1929--fk--34/prot_1929__fk__34-014.jp2/_view ,15,0.0,0.0,"att även budgetmedel avses för dem. Det ingick också i den organisationsplan, som fanns i fornminneskommitténs betänkande, att statsmedel skulle anslås för vissa sådana decentralisationsändamål."
i-GawB72YuEjYUkCqyUM3M59,riksdagen-records\data\1929\prot-1929--fk--034.xml,https://betalab.kb.se/prot-1929--fk--34/prot_1929__fk__34-014.jp2/_view ,15,0.0,0.0,"En sådan undersökning tror jag skulle vara så mycket viktigare, som vitterhetsakademien under ett antal år konsekvent för dessa lotterimedels användning förordat en viss plan, som jag nu icke skall ingå på. Jag skall bara konstatera, att den hittills icke av någon av de under dessa år sittande regeringarna blivit accepterad, dock utan att regeringarna därför direkt och uttryckligt korsat den, men också utan att regeringarna ersatt den med någon annan plan. Hela fördelningen har på detta sätt blivit »plockig», tämligen odeciderad och i viss mån odirigerad. Jag tror, att när det gäller så betydande belopp till så behjärtansvärda och av oss alla behjärtade ändamål, är det angeläget, att man redan nu ur ekonomisk synpunkt får den bästa möjliga, planmässiga anordning. Det är också angeläget, att man får en verklig reda i det icke alldeles okaotiska eller i alla händelser oorganiserade tillstånd, som trots det förtjänstfulla arbete, som på sista åren utförts, råder på detta stora kulturvårdsfält."
i-JGY8qbxWq9Yr2jvpZMQBxf,riksdagen-records\data\1929\prot-1929--fk--034.xml,https://betalab.kb.se/prot-1929--fk--34/prot_1929__fk__34-014.jp2/_view ,15,0.0,0.0,"Jag har helt enkelt velat använda denna motion och detta utskottsutlåtande till utgångspunkt för denna erinran och till utgångspunkt för en vädjan, i den mån den kan från denna plats höras, till Kungl. Maj:t att om möjligt upptaga till förnyad prövning detta stora ärende, som i ett sammanhang icke har prövats, sedan det skedde i kommittébetänkandet av år 1921, ett kommittébetänkande, som icke lett och säkerligen icke leder till någonting."
i-XfHfSzYrHUzo71w5i7k2fu,riksdagen-records\data\1929\prot-1929--fk--034.xml,https://betalab.kb.se/prot-1929--fk--34/prot_1929__fk__34-014.jp2/_view ,15,0.0,0.0,"Nu är det klart av vad jag här anfört, att jag icke kan godkänna såsom klok och riktig den motivering, som föreligger till det yrkande, som utskottet har gjort. Jag tror, att det skulle ha varit lyckligt, om den innehållit ett påpekande av vikten av en prövning av den stora organisationsfrågan för fornvården, som sedan åratal ligger hos regeringen. Att utskottet icke på grundval av en sådan tanke kan förorda en utredning, då ämnet endast till en viss mindre del ligger inom motionens ram, är ju rätt förklarligt."
i-TPGvCw1bh3QeitvopDcXY7,riksdagen-records\data\1929\prot-1929--fk--034.xml,https://betalab.kb.se/prot-1929--fk--34/prot_1929__fk__34-014.jp2/_view ,15,0.0,0.0,"Jag skall emellertid inte bry mig om att yrka någon ändring i motiveringen, då detta ju kan vara tämligen likgiltigt, när det gäller ett avstyrkande och en negativ kläm. Ett sådant yrkande kommer ju ingen vart. Utan jag får låta mig nöja med, att vad jag här haft att anföra finns i riksdagens protokoll. Jag har därför, herr talman, intet annat yrkande än om bifall till utskottets hemställan."
i-YEBUZLuc35eryczG2dgR3P,riksdagen-records\data\1929\prot-1929--fk--034.xml,https://betalab.kb.se/prot-1929--fk--34/prot_1929__fk__34-014.jp2/_view ,15,0.0,0.0,"Herr Johansson, Johan Peter:"
